OBJECTID,Distance to Kearny,Closest long,Closest lat
135001,1237.6659148390806,-122.95543616422158,43.28266881111263
135002,995.8576968189923,-118.06601381875576,44.01013184986504
135003,1267.2058450957247,-123.53597466189797,43.782677975212586
135004,1234.3496460388283,-122.88968806531457,43.280400251108226
135005,1267.8028719596584,-123.54779768546697,43.78672422853575
135006,1276.6114338459784,-123.72544202435064,43.72233071830959
135007,996.0084925477628,-118.07139430067353,43.99566733996282
135008,1308.273929712805,-124.3094176049749,42.38327088508214
135009,2469.512857564047,-146.20627296390273,63.94448463765647
135010,699.1827883763173,-111.83619087180149,44.448183276745084
135011,996.3216266590325,-118.07851926553434,43.99067130077776
135012,1014.6850800445701,-118.4550856335456,43.9513887927629
135013,1104.1299736412789,-120.31678062862377,42.397305769533844
135014,1023.5031363233675,-118.73915076231012,42.602415941419146
135015,1010.6532439770501,-118.43154723855598,43.49486868699108
135016,1202.2265055616995,-122.21145179212202,42.03912782477822
135017,609.3418611452889,-105.51621663909206,33.51615443949479
135018,1255.713574130988,-123.07222508543641,45.85169403968528
135019,1105.5679581627683,-120.34602282975693,42.44398971147163
135020,1011.6218218818326,-118.45456109407483,43.45879959884212
135021,993.6390906147128,-118.03355806950238,43.93246261310847
135022,1236.0054298381363,-122.89981427297487,42.46195266024418
135023,1025.2079382671607,-118.77273604218364,42.592820212747355
135024,1253.2971372765535,-123.24476051549088,44.0760154212819
135025,1276.6128121637041,-123.72545792547726,43.7228873286832
135026,1131.6804405008093,-120.78890395581696,44.15275476122087
135027,1215.9683212074538,-122.51124499922862,42.539693224580994
135028,1238.3554254314797,-122.72666544125549,40.65030449899085
135029,1010.830386359286,-118.44107913816511,43.43575288530791
135030,1307.7493383975798,-124.27497020093965,42.115093399649396
135031,1016.0579911108377,-118.49558338533339,43.86101083715115
135032,1254.909358132001,-123.05206217720983,45.86854165807208
135033,1303.1446551200763,-124.19627398482558,42.23372667530507
135034,1238.0008986736505,-122.94205105939521,43.992362724052704
135035,1257.0498640008727,-123.09643728788178,45.870636112127045
135036,1107.541278647833,-120.38503346460278,42.46228493672214
135037,1018.4688822727088,-118.56191994831775,43.72333753909112
135038,1220.8593449178022,-122.61006150278712,42.60469875271456
135039,1251.479028342711,-123.18555962253764,42.214740052867455
135040,1132.1388476529355,-120.79898778266498,44.14526311131426
135041,1253.3963217180697,-123.24625760111007,44.084902069876634
135042,1201.278447152796,-122.19182864670309,42.0244583418368
135043,1249.4271455513367,-123.18718900026674,43.109299399389016
135044,664.2084368177434,-111.66026758844644,42.6878234326879
135045,996.0646937024114,-117.94682297587865,44.643729488011495
135046,994.1732249211676,-118.04412361726918,43.933796205902006
135047,989.5388580793048,-116.67044525458091,47.4903027051776
135048,1254.2859170151216,-123.26339138722015,44.098296338676946
135049,1251.2025240051212,-123.20337260269972,44.062989836262524
135050,1243.9971015908413,-123.07902672338439,43.51597598843527
135051,1011.89820584471,-118.46201646234545,43.43924093127233
135052,994.3815835942297,-118.04121386685514,43.978970300752934
135053,1242.6324846577625,-123.03515974387783,43.9901828055031
135054,1308.2834518542963,-124.28373880102596,42.09850399955721
135055,1255.2259794887998,-123.28117159918449,44.11798729798932
135056,990.2706290725977,-117.9484639643302,44.03805773573051
135057,1234.7759213836898,-122.88891911975382,43.74412279749511
135058,995.8576968189923,-118.06601381875576,44.01013184986504
135059,996.0084925477628,-118.07139430067353,43.99566733996282
135060,511.5571812499405,-108.82094855026966,40.6048768404645
135061,1239.6884314117374,-122.95392302531442,44.32036494057816
